name,salary_from,salary_to,salary_currency,area_name,published_at
Ученик/ученица шлифовщика,30000.0,70000.0,RUR,Пенза,2022-12-16T10:21:49+0300
Контент-менеджер/Интернет-Маркетолог,50000.0,70000.0,RUR,Омск,2022-12-16T10:34:45+0300
Оператор станка ЧПУ (плазменная резка),70000.0,80000.0,RUR,Екатеринбург,2022-12-16T10:10:34+0300
Техник по эксплуатации,40000.0,40000.0,RUR,Новосибирск,2022-12-16T12:47:37+0300
Ведущий системный администратор,60000.0,,RUR,Барнаул,2022-12-16T11:18:42+0300
Frontend-разработчик middle (Angular),,,,Москва,2022-12-16T10:41:32+0300
Электромеханик по обслуживанию фасадных подъемников,120000.0,120000.0,RUR,Москва,2022-12-16T10:47:42+0300
Руководитель ИТ проектов (1С ЗУП),,,,Москва,2022-12-16T10:25:43+0300
Product owner/manager,,,,Москва,2022-12-16T12:38:35+0300
Стажер-разработчик С++ (PKI Service),,,,Пенза,2022-12-16T10:32:48+0300
Наладчик - оператор токарного автомата продольного точения,150000.0,,RUR,Санкт-Петербург,2022-12-16T10:21:11+0300
Scrum master,,,,Москва,2022-12-16T12:46:54+0300
Наладчик,56000.0,80000.0,RUR,Воронеж,2022-12-16T10:45:17+0300
Junior+/Middle Backend developer,,,,Новосибирск,2022-12-16T12:41:49+0300
Главный механик,117000.0,117000.0,RUR,Москва,2022-12-16T11:39:02+0300
Специалист технической поддержки 1С,,,,Краснодар,2022-12-16T10:31:19+0300
Frontend-разработчик (angular),,,,Казань,2022-12-16T11:03:35+0300
Аналитик,,,,Санкт-Петербург,2022-12-16T10:12:55+0300
Аналитик IT бизнес-процессов,130000.0,,RUR,Москва,2022-12-16T10:45:54+0300
Бренд - менеджер,100000.0,,RUR,Москва,2022-12-16T12:02:31+0300
Java Developer,,,,Ростов-на-Дону,2022-12-16T12:19:30+0300
Мастер по ремонту компьютеров / Компьютерный мастер / Системный администратор,70000.0,120000.0,RUR,Подольск (Московская область),2022-12-16T11:11:06+0300
Токарь-универсал (Тамбовская область),97000.0,120000.0,RUR,Кирсанов,2022-12-16T12:10:30+0300
"Выездной специалист технической поддержки (Кашира, Ступино, Озеры)",63700.0,70000.0,RUR,Ступино,2022-12-16T10:56:07+0300
Системный администратор,,40000.0,RUR,Волгоград,2022-12-16T10:54:24+0300
Техник связи,40000.0,50000.0,RUR,Тюмень,2022-12-16T11:07:43+0300
Специалист технической поддержки 1С,30000.0,,RUR,Москва,2022-12-16T12:07:55+0300
Токарь-универсал (Тамбовская область),97000.0,120000.0,RUR,Моршанск,2022-12-16T12:10:30+0300
Токарь-универсал (Тамбовская область),97000.0,120000.0,RUR,Жердевка,2022-12-16T12:10:30+0300
Frontend-разработчик (react) Северсталь Диджитал,,,,Санкт-Петербург,2022-12-16T10:27:58+0300
Инженер технической поддержки (сетевое оборудование),60000.0,100000.0,RUR,Екатеринбург,2022-12-16T10:29:18+0300
Ruby on Rails developer,200000.0,320000.0,RUR,Москва,2022-12-16T11:57:08+0300
Системный администратор,55000.0,,RUR,Санкт-Петербург,2022-12-16T10:56:52+0300
"Php разработчик, laravel",200000.0,300000.0,RUR,Москва,2022-12-16T10:08:46+0300
Токарь (Тамбовская область),97000.0,120000.0,RUR,Торбеево,2022-12-16T12:25:31+0300
Product manager,,,,Тбилиси,2022-12-16T11:49:23+0300
Дизайнер,,,,Бишкек,2022-12-16T10:47:10+0300
Токарь (Тамбовская область),97000.0,120000.0,RUR,Жирновск,2022-12-16T12:25:31+0300
Листогибщик (Вальцовщик),92000.0,,RUR,Южноуральск,2022-12-16T10:22:57+0300
Графический дизайнер,,,,Москва,2022-12-16T12:30:42+0300
Стажер-программист 1С в IT компанию,30000.0,150000.0,RUR,Владивосток,2022-12-16T11:12:46+0300
Специалист отдела технической поддержки,30000.0,,RUR,Тольятти,2022-12-16T10:19:52+0300
.NET - разработчик/Middle,,,,Ульяновск,2022-12-16T12:22:25+0300
Оператор станка с ЧПУ,75000.0,90000.0,RUR,Кировск (Ленинградская область),2022-12-16T12:44:35+0300
Group Brand Manager (Бренд-менеджер по группе собственных торговых марок),,,,Москва,2022-12-16T12:05:43+0300
IT-специалист,40000.0,50000.0,RUR,Великий Новгород,2022-12-16T11:19:29+0300
Golang разработчик,100000.0,200000.0,RUR,Москва,2022-12-16T11:39:08+0300
Инженер по обслуживанию оборудования,,,,Зеленоград,2022-12-16T10:32:00+0300
Токарь-универсал (Тамбовская область),97000.0,120000.0,RUR,Калач,2022-12-16T12:10:30+0300
QA Engineer (Тестировщик ПО),60000.0,,RUR,Новосибирск,2022-12-16T10:30:47+0300
Токарь-универсал (Тамбовская область),97000.0,120000.0,RUR,Эртиль,2022-12-16T12:10:30+0300
"Наладчик-оператор токарных станков с ЧПУ, Fanuc (Сормово)",75000.0,,RUR,Нижний Новгород,2022-12-16T10:57:29+0300
Специалист по сопровождению 1С,20000.0,,RUR,Ставрополь,2022-12-16T11:01:33+0300
Системный инженер (системный администратор/it-специалист),,,,Алматы,2022-12-16T11:12:51+0300
QA engineer (нагрузочное тестирование),,,,Минск,2022-12-16T11:57:32+0300
Токарь (в Казань),96000.0,118000.0,RUR,Зеленодольск (Республика Татарстан),2022-12-16T11:09:34+0300
Бизнес-аналитик (IT-продуктолог),100000.0,,RUR,Москва,2022-12-16T12:01:26+0300
Специалист отдела поддержки пользователей,,85000.0,RUR,Санкт-Петербург,2022-12-16T10:27:48+0300
Специалист по поддержке и обслуживанию IP-телефонии,40000.0,40000.0,RUR,Пенза,2022-12-16T12:09:46+0300
Сервисный инженер по ремонту кофемашин,120000.0,250000.0,RUR,Москва,2022-12-16T11:09:04+0300
UI/UX developer (remote),,,,Польша,2022-12-16T12:56:37+0300
Менеджер проектов по оптимизации ремонтной деятельности,,,,Москва,2022-12-16T11:36:47+0300
"Стажер (ручное тестирование, IDS NS)",,20000.0,RUR,Уфа,2022-12-16T12:18:20+0300
Инженер ИТ инфраструктуры,,,,Москва,2022-12-16T12:25:02+0300
Oracle DBA / Cтарший Администратор баз данных,,,,Москва,2022-12-16T11:10:14+0300
Токарь-универсал (Тамбовская область),97000.0,120000.0,RUR,Каменка (Воронежская область),2022-12-16T12:10:30+0300
Токарь-универсал (Тамбовская область),97000.0,120000.0,RUR,Сурск,2022-12-16T12:10:30+0300
Токарь (Тамбовская область),97000.0,120000.0,RUR,Комсомольский (Республика Мордовия),2022-12-16T12:25:31+0300
Frontend-разработчик Vue.js,,,,Ярославль,2022-12-16T10:35:04+0300
Frontend разработчик на React/TypeScript,,,,Москва,2022-12-16T11:27:39+0300
Системный администратор Отдела системного администрирования,,180000.0,RUR,Москва,2022-12-16T10:03:27+0300
Токарь-универсал (Тамбовская область),97000.0,120000.0,RUR,Кузнецк,2022-12-16T12:10:30+0300
Токарь-универсал (Тамбовская область),97000.0,120000.0,RUR,Белинский,2022-12-16T12:10:30+0300
Токарь-универсал (Тамбовская область),97000.0,120000.0,RUR,Городище (Пензенская область),2022-12-16T12:10:30+0300
Токарь-универсал (Тамбовская область),97000.0,120000.0,RUR,Спасск,2022-12-16T12:10:30+0300
Токарь (Тамбовская область),97000.0,120000.0,RUR,Суровикино,2022-12-16T12:25:31+0300
Руководитель проектов,,,,Москва,2022-12-16T12:32:20+0300
Инженер-программист АСУ ТП,90000.0,,RUR,Санкт-Петербург,2022-12-16T10:45:38+0300
Инженер-механик,28000.0,,RUR,Каменск-Уральский,2022-12-16T11:40:31+0300
Group Brand Manager (Менеджер группы брендов),,,,Москва,2022-12-16T12:05:43+0300
Web-разработчик (Bitrix) (офис/удаленно),35000.0,,RUR,Барнаул,2022-12-16T12:38:23+0300
Системный администратор,,40000.0,RUR,Волжский (Волгоградская область),2022-12-16T10:54:20+0300
C# developer,,,,Армения,2022-12-16T11:47:56+0300
Техник,60000.0,70000.0,RUR,Зеленоград,2022-12-16T11:46:44+0300
Технический писатель,120000.0,160000.0,RUR,Москва,2022-12-16T10:10:12+0300
Менеджер проектов в IT,,40000.0,RUR,Новочеркасск,2022-12-16T12:02:50+0300
Стажер-программист 1С,,90000.0,RUR,Самара,2022-12-16T12:07:46+0300
